profile,size,repeat,order_position,seed,add_total_ms,add_per_record_ms,query_total_ms,query_per_record_ms,verify_total_ms,encrypt_per_record_ms,decrypt_per_record_ms,database_size_bytes
sqlite,100,1,1,2026,72.0342,0.720342,0.9737,0.009737,0.0192,0.0,0.0,49152.0
sqlite_aes,100,1,2,2026,74.3191,0.743191,3.0958,0.030958,0.9431,0.08634100000000001,0.010518000000000005,61440.0
sqlite_aes_chain,100,1,3,2026,934.7273,9.347273,31.916,0.31916,49.6694,nan,nan,196608.0
