profile,size,repeat,order_position,seed,add_total_ms,add_per_record_ms,query_total_ms,query_per_record_ms,verify_total_ms,encrypt_per_record_ms,decrypt_per_record_ms,database_size_bytes
sqlite,10000,14,2,2026,5922.4295,0.59224295,102.9108,0.01029108,2.5382,0.0,0.0,3874816.0
sqlite_aes_chain,10000,14,3,2026,76941.1013,7.694110129999999,652.8421,0.06528421,1326.2405,nan,nan,13856768.0
sqlite_aes,10000,15,1,2026,6247.2764,0.62472764,232.7181,0.02327181,92.8902,0.053953639999999824,0.00908668999999995,4870144.0
sqlite,10000,15,2,2026,6551.4665,0.65514665,95.1486,0.00951486,1.7415,0.0,0.0,3874816.0
sqlite_aes_chain,10000,15,3,2026,77518.0524,7.75180524,566.3296,0.05663296,1284.6828,nan,nan,13856768.0
sqlite,10000,16,1,2026,5311.0438,0.53110438,86.9142,0.00869142,1.7996,0.0,0.0,3874816.0
sqlite_aes_chain,10000,16,2,2026,79756.1037,7.975610370000001,640.6592,0.06406592000000001,1342.3231,nan,nan,13856768.0
sqlite_aes,10000,16,3,2026,6528.8421,0.65288421,268.0949,0.02680949,96.5263,0.05267640000000003,0.009946129999999826,4870144.0
sqlite_aes_chain,10000,17,1,2026,76016.1825,7.60161825,812.4821,0.08124821,1674.5861,nan,nan,13844480.0
sqlite,10000,17,2,2026,5820.5792,0.58205792,87.8328,0.008783280000000001,1.7036,0.0,0.0,3874816.0
sqlite_aes,10000,17,3,2026,6524.0129,0.65240129,197.4266,0.019742660000000002,80.3134,0.050627290000000026,0.007520090000000229,4878336.0
sqlite_aes,10000,18,1,2026,5997.8842,0.59978842,215.1502,0.021515020000000003,86.0295,0.04995911999999995,0.009249980000000222,4866048.0
sqlite,10000,18,2,2026,5655.7215,0.5655721499999999,75.4359,0.00754359,1.7699,0.0,0.0,3874816.0
sqlite_aes_chain,10000,18,3,2026,76705.8624,7.67058624,590.2105,0.059021050000000005,1276.6756,nan,nan,13811712.0
sqlite_aes_chain,10000,19,1,2026,75552.1447,7.55521447,795.1133,0.07951132999999999,1363.2848,nan,nan,13864960.0
sqlite_aes,10000,19,2,2026,6096.1728,0.60961728,248.5866,0.02485866,102.8218,0.052177659999999806,0.010250259999999926,4874240.0
sqlite,10000,19,3,2026,5508.8323,0.5508832300000001,74.9849,0.00749849,1.6476,0.0,0.0,3874816.0
sqlite_aes_chain,10000,20,1,2026,74756.7524,7.47567524,669.5949,0.06695949000000001,1658.2308,nan,nan,13824000.0
sqlite_aes,10000,20,2,2026,6387.8784,0.63878784,198.139,0.019813900000000002,79.5261,0.05122140000000014,0.007566600000000158,4870144.0
sqlite,10000,20,3,2026,5839.9205,0.58399205,93.6229,0.00936229,1.6288,0.0,0.0,3874816.0
sqlite,10000,21,1,2026,5714.7796,0.57147796,81.8837,0.00818837,1.652,0.0,0.0,3874816.0
sqlite_aes_chain,10000,21,2,2026,76003.9109,7.6003910900000005,573.9315,0.057393150000000004,1283.9385,nan,nan,13860864.0
sqlite_aes,10000,21,3,2026,5859.8317,0.58598317,207.7339,0.02077339,81.241,0.04755276000000003,0.00877815000000014,4870144.0
sqlite_aes_chain,10000,22,1,2026,74804.2739,7.48042739,642.4158,0.06424157999999999,1647.3172,nan,nan,13881344.0
sqlite_aes,10000,22,2,2026,6400.5725,0.64005725,197.4264,0.01974264,85.6719,0.05220390000000005,0.0075665400000001085,4882432.0
sqlite,10000,22,3,2026,5393.7068,0.53937068,82.9605,0.00829605,1.6239,0.0,0.0,3874816.0
sqlite_aes,10000,23,1,2026,6083.2182,0.60832182,217.8452,0.02178452,83.5803,0.04790462000000012,0.008251939999999978,4870144.0
sqlite_aes_chain,10000,23,2,2026,74846.4235,7.4846423500000006,562.0325,0.05620325,1332.1988,nan,nan,13848576.0
sqlite,10000,23,3,2026,5544.0066,0.55440066,79.7946,0.00797946,1.9573,0.0,0.0,3874816.0
sqlite,10000,24,1,2026,5714.136,0.5714136000000001,90.5844,0.009058440000000001,1.674,0.0,0.0,3874816.0
sqlite_aes_chain,10000,24,2,2026,77320.5876,7.73205876,569.3311,0.05693311,1335.3809,nan,nan,13848576.0
sqlite_aes,10000,24,3,2026,6212.5233,0.62125233,204.1326,0.02041326,80.9137,0.05517125999999995,0.007864310000000188,4870144.0
sqlite,10000,25,1,2026,5367.8763,0.53678763,86.09,0.008609,2.0319,0.0,0.0,3874816.0
sqlite_aes_chain,10000,25,2,2026,75941.0434,7.5941043399999995,565.1979,0.05651979,1293.1703,nan,nan,13811712.0
sqlite_aes,10000,25,3,2026,6086.5941,0.60865941,205.4253,0.02054253,80.3,0.05161277999999998,0.00791304000000024,4866048.0
sqlite_aes_chain,10000,26,1,2026,78604.7674,7.860476739999999,800.5674,0.08005674,1547.5302,nan,nan,13815808.0
sqlite_aes,10000,26,2,2026,6667.6879,0.66676879,209.57,0.020957,84.5796,0.05368977999999993,0.008066350000000031,4874240.0
sqlite,10000,26,3,2026,5782.5173,0.5782517300000001,88.423,0.0088423,1.7394,0.0,0.0,3874816.0
sqlite_aes_chain,10000,27,1,2026,75003.9454,7.500394539999999,597.8087,0.05978087000000001,1270.799,nan,nan,13860864.0
sqlite_aes,10000,27,2,2026,6407.9209,0.64079209,197.1304,0.01971304,82.4868,0.05221642000000008,0.00752011000000018,4874240.0
sqlite,10000,27,3,2026,5578.246,0.5578246,91.7214,0.00917214,2.8636,0.0,0.0,3874816.0
sqlite_aes_chain,10000,28,1,2026,103980.8814,10.39808814,788.2625,0.07882625,1399.6645,nan,nan,13819904.0
sqlite,10000,28,2,2026,6679.4264,0.66794264,92.2986,0.00922986,2.897,0.0,0.0,3874816.0
sqlite_aes,10000,28,3,2026,7810.3352,0.78103352,374.9062,0.03749062,92.5398,0.08568361000000027,0.016931849999999717,4870144.0
sqlite,10000,29,1,2026,6824.9412,0.68249412,92.5872,0.00925872,2.8853,0.0,0.0,3874816.0
sqlite_aes,10000,29,2,2026,7446.0149,0.74460149,229.7371,0.02297371,93.9543,0.06828064999999985,0.009625970000000206,4874240.0
sqlite_aes_chain,10000,29,3,2026,79882.0621,7.9882062099999995,594.5453,0.05945453,1316.1134,nan,nan,13832192.0
sqlite_aes_chain,10000,30,1,2026,93963.8185,9.39638185,930.0073,0.09300073,1537.1397,nan,nan,13840384.0
sqlite_aes,10000,30,2,2026,6780.187,0.6780187,271.6055,0.027160550000000002,85.7446,0.06566265000000013,0.01146158999999978,4874240.0
sqlite,10000,30,3,2026,6005.8621,0.60058621,81.87,0.008187,1.781,0.0,0.0,3874816.0
